dataentryid,id,partner,partnermentiontype,datecreated,servicetype,authordisplayname,message,contenttype,url,impressions,retweetcount,likecount,replycount,commentcount,viewcount,lovecount,sharecount,wowcount,hahacount,sadcount,angrycount,brandexposurevalue,logoaverageclarity,logoaveragesize,logototalseconds,logoimpressions,engagement,sentiment,vodviews,tags,alllogos,textmention
1797,-1944401167,Arizona Coyotes,TextMention,3/9/21 21:59,Twitter,Arizona Coyotes,,Photo,,84433,70,1105,14,,,,,,,,,0,,,,,8402,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1796,283000438,Arizona Coyotes,TextMention,3/9/21 20:31,Twitter,Arizona Coyotes,,Photo,,101264,44,394,31,,,,,,,,,0,,,,,8904,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1795,-1267829565,Arizona Coyotes,TextMention,3/9/21 19:49,Twitter,Arizona Coyotes,,Photo,,5429,5,36,0,,,,,,,,,0,,,,,101,Objective,,"Social Owned,Coyotes Owned",Gila River,Coyotes Owned
1794,-2027210872,Arizona Coyotes,TextMention,3/9/21 19:49,Twitter,Arizona Coyotes,,Photo,,6556,7,45,1,,,,,,,,,0,,,,,191,Positive,,"Social Owned,Coyotes Owned",Gila River,Coyotes Owned
1793,-411736095,Arizona Coyotes,TextMention,3/9/21 19:49,Twitter,Arizona Coyotes,,Photo,,22037,26,132,2,,,,,,,,,0,,,,,1081,Positive,,"Social Owned,Coyotes Owned",Gila River,Coyotes Owned
1792,1844505561,Arizona Coyotes,TextMention,3/9/21 18:28,Twitter,Arizona Coyotes,,Video,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned,Pepsi,Geico","Fry's,Geico,Gila River,Pepsi","Coyotes Owned,Pepsi,Geico"
1791,-1814986904,Arizona Coyotes,TextMention,3/9/21 1:34,Twitter,Arizona Coyotes,,Text,,13132,10,118,0,,,,,,,,,0,,,,,358,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1790,742977273,Arizona Coyotes,TextMention,3/9/21 0:24,Twitter,Arizona Coyotes,,Photo,,130652,25,318,2,,,,,,,,,0,,,,,8497,Positive,,"Social Owned,Coyotes Owned",Cox Communications,Coyotes Owned
1789,1848547850,Arizona Coyotes,TextMention,3/9/21 22:31,Twitter,Arizona Coyotes,,Photo,,70717,84,922,17,,,,,,,,,0,,,,,6205,Objective,,"Social Owned,Coyotes Owned,Enterprise","Cox Communications,Enterprise","Coyotes Owned,Enterprise"
1788,854598929,Arizona Coyotes,TextMention,3/8/21 20:22,Twitter,Arizona Coyotes,,Text,,8221,0,55,0,,,,,,,,,0,,,,,119,Negative,,"Social Owned,Coyotes Owned",,Coyotes Owned
1787,-549084093,Arizona Coyotes,TextMention,3/8/21 20:22,Twitter,Arizona Coyotes,,Photo,,22597,7,171,4,,,,,,,,,0,,,,,686,Objective,,"Social Owned,Coyotes Owned",Cox Communications,Coyotes Owned
1786,-1168378524,Arizona Coyotes,TextMention,3/8/21 19:52,Twitter,Arizona Coyotes,,Photo,,,0,0,0,,,,,,,,,0,,,,,0,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1785,-536726045,Arizona Coyotes,TextMention,3/8/21 19:39,Twitter,Arizona Coyotes,,Text,,5384,1,54,1,,,,,,,,,0,,,,,108,Objective,,"Social Owned,Coyotes Owned,Bally Sports",,"Coyotes Owned,Bally Sports"
1784,2013067889,Arizona Coyotes,TextMention,3/8/21 19:36,Twitter,Arizona Coyotes,,Video,,22647,14,201,6,,5753,,,,,,,0,,,,,1501,Objective,5753,"Social Owned,Coyotes Owned","Cox Communications,Dunkin' Donuts",Coyotes Owned
1783,-962046554,Arizona Coyotes,TextMention,3/8/21 19:14,Twitter,Arizona Coyotes,,Photo,,32614,26,392,5,,,,,,,,,0,,,,,1599,Positive,,"Social Owned,Coyotes Owned,Pepsi,Geico","Banner Health,Fry's,Geico,Pepsi","Coyotes Owned,Pepsi,Geico"
1782,-97974663,Arizona Coyotes,TextMention,3/8/21 17:31,Twitter,Arizona Coyotes,,Text,,4689,2,40,0,,,,,,,,,0,,,,,64,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1781,-1889434254,Arizona Coyotes,TextMention,3/8/21 17:30,Twitter,Arizona Coyotes,,Text,,10592,25,106,6,,,,,,,,,0,,,,,316,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1780,-1231592930,Arizona Coyotes,TextMention,3/8/21 15:44,Twitter,Arizona Coyotes,,Photo,,7500,8,51,1,,,,,,,,,0,,,,,156,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1779,-1138132243,Arizona Coyotes,TextMention,3/8/21 2:04,Twitter,Arizona Coyotes,,Photo,,41712,20,339,11,,,,,,,,,0,,,,,4452,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1778,-1835933537,Arizona Coyotes,TextMention,3/8/21 1:48,Twitter,Arizona Coyotes,,Photo,,53186,23,449,9,,,,,,,,,0,,,,,3059,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1777,-738386300,Arizona Coyotes,TextMention,3/7/21 20:51,Twitter,Arizona Coyotes,,Photo,,24645,9,273,4,,,,,,,,,0,,,,,2209,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1776,874766251,Arizona Coyotes,TextMention,3/7/21 4:04,Twitter,Arizona Coyotes,,Text,,43349,13,333,9,,,,,,,,,0,,,,,996,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1775,957535266,Arizona Coyotes,TextMention,3/6/21 17:02,Twitter,Arizona Coyotes,,Photo,,11488,16,156,3,,,,,,,,,0,,,,,405,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1774,1919762462,Arizona Coyotes,TextMention,3/5/21 17:31,Twitter,Arizona Coyotes,,Video,,11976,24,241,12,,3116,,,,,,,0,,,,,931,Positive,3116,"Social Owned,Coyotes Owned,Geico,Dignity Health,Mayo Clinic","Dignity Health,Geico,Gila River,Mayo Clinic,Mountain America Credit Union","Coyotes Owned,Geico,Dignity Health,Mayo Clinic"
1773,-1263928768,Arizona Coyotes,TextMention,3/5/21 1:31,Twitter,Arizona Coyotes,,Text,,42536,33,303,20,,,,,,,,,0,,,,,2193,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1772,-449841875,Arizona Coyotes,TextMention,3/5/21 0:29,Twitter,Arizona Coyotes,,Video,,31492,20,168,16,,8723,,,,,,,0,,,,,2449,Positive,8723,"Social Owned,Coyotes Owned",,Coyotes Owned
1771,-1904132965,Arizona Coyotes,TextMention,3/4/21 23:22,Twitter,Arizona Coyotes,,Photo,,228567,143,2135,32,,,,,,,,,0,,,,,16013,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1770,-1731028032,Arizona Coyotes,TextMention,3/4/21 22:35,Twitter,Arizona Coyotes,,Text,,331800,98,676,86,,,,,,,,,0,,,,,10593,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1769,-438861754,Arizona Coyotes,TextMention,3/3/21 19:07,Twitter,Arizona Coyotes,,Photo,,19777,10,221,2,,,,,,,,,0,,,,,1023,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1768,-1042628011,Arizona Coyotes,TextMention,3/29/21 18:06,Twitter,Arizona Coyotes,,Photo,,1841,1,48,8,,,,,,,,,0,,,,,122,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1767,-712568245,Arizona Coyotes,TextMention,3/28/21 20:56,Twitter,Arizona Coyotes,,Text,,27760,15,144,8,,,,,,,,,0,,,,,1264,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1766,-801848522,Arizona Coyotes,TextMention,3/28/21 19:37,Twitter,Arizona Coyotes,,Text,,41990,23,154,3,,,,,,,,,0,,,,,917,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1765,427872869,Arizona Coyotes,TextMention,3/28/21 17:43,YouTube,Arizona Coyotes,"Erikkson, Kořenář and Tourigny discuss preseason win against Los Angeles | Arizona Coyotes #ArizonaCoyotes #Coyotes #Yotes #NHL #Hockey   Arizona Coyotes forward Loui Erikkson, Josef Kořenář and André Tourigny discuss Monday's preseason 2-1 win against the Los Angeles Kings.   Subscribe to the Arizona Coyotes YT Channel: youtube.com/c/ArizonaCoyotes/?sub_confirmation=1 For more Coyotes videos: https://www.youtube.com/c/ArizonaCoyotes/  Get the App: https://apple.co/3jxC1su For more Coyotes action: http://www.arizonacoyotes.com Sign up for our newsletter: https://www.nhl.com/coyotes/fans/email/ Like us on Facebook: https://www.facebook.com/ArizonaCoyotes Follow us on Twitter: https://twitter.com/ArizonaCoyotes Follow us on Instagram: https://www.instagram.com/arizonacoyo...",Video,https://www.youtube.com/watch?v=HTrnUH2LQ2o,52,,4,,0,52,,,,,,,0,,,,,5,Positive,52,"Social Owned,Coyotes Owned",,Coyotes Owned
1764,-1906193934,Arizona Coyotes,TextMention,3/28/21 17:14,Twitter,Arizona Coyotes,,Text,,14899,10,95,3,,,,,,,,,0,,,,,394,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1763,-451987636,Arizona Coyotes,TextMention,3/28/21 5:10,Twitter,Arizona Coyotes,,Photo,,80405,18,221,4,,,,,,,,,0,,,,,6554,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1762,853482321,Arizona Coyotes,TextMention,3/28/21 4:53,Twitter,Arizona Coyotes,,Photo,,68084,57,583,10,,,,,,,,,0,,,,,2262,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1761,-579337406,Arizona Coyotes,TextMention,3/28/21 4:50,Twitter,Arizona Coyotes,,Video,,53746,33,314,3,,13385,,,,,,,0,,,,,2995,Objective,13385,"Social Owned,Coyotes Owned,Geico,Dignity Health,Enterprise","Cintron World,Cox Communications,Dignity Health,Enterprise,Geico,Medsupply","Coyotes Owned,Geico,Dignity Health,Enterprise"
1760,779185403,Arizona Coyotes,TextMention,3/28/21 4:18,Twitter,Arizona Coyotes,,Photo,,33916,42,381,5,,,,,,,,,0,,,,,4091,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1759,-1480571987,Arizona Coyotes,TextMention,3/28/21 3:51,Twitter,Arizona Coyotes,,Video,,69951,62,435,26,,20830,,,,,,,0,,,,,7506,Objective,20830,"Social Owned,Coyotes Owned,Geico,Dignity Health","Cox Communications,Dignity Health,Fry's,Geico,Gila River,Medsupply","Coyotes Owned,Geico,Dignity Health"
1758,1254163930,Arizona Coyotes,TextMention,3/28/21 3:45,Twitter,Arizona Coyotes,,Text,,25115,3,95,3,,,,,,,,,0,,,,,260,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1757,-1301400037,Arizona Coyotes,TextMention,3/28/21 3:41,Twitter,Arizona Coyotes,,Photo,,16182,3,118,5,,,,,,,,,0,,,,,707,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1756,-2146024251,Arizona Coyotes,TextMention,3/28/21 3:38,Twitter,Arizona Coyotes,,Photo,,462355,102,1015,50,,,,,,,,,0,,,,,43694,Objective,,"Social Owned,Coyotes Owned","Cox Communications,Gila River",Coyotes Owned
1755,1058790322,Arizona Coyotes,TextMention,3/28/21 2:45,Twitter,Arizona Coyotes,,Photo,,16964,5,111,4,,,,,,,,,0,,,,,594,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1754,2059088696,Arizona Coyotes,TextMention,3/28/21 2:38,Twitter,Arizona Coyotes,,Photo,,38698,23,341,10,,,,,,,,,0,,,,,3581,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1753,-740294901,Arizona Coyotes,TextMention,3/28/21 1:53,Twitter,Arizona Coyotes,,Video,,167526,41,663,19,,40784,,,,,,,0,,,,,6257,Objective,40784,"Social Owned,Coyotes Owned",,Coyotes Owned
1752,-462059370,Arizona Coyotes,TextMention,3/28/21 1:42,Twitter,Arizona Coyotes,,Photo,,55450,18,210,17,,,,,,,,,0,,,,,6081,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1751,-884668931,Arizona Coyotes,TextMention,3/28/21 1:28,Twitter,Arizona Coyotes,,Photo,,28920,8,204,12,,,,,,,,,0,,,,,3655,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1750,-2092420419,Arizona Coyotes,TextMention,3/28/21 1:19,Twitter,Arizona Coyotes,,Photo,,32317,15,192,8,,,,,,,,,0,,,,,3210,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1749,1495756461,Arizona Coyotes,TextMention,3/28/21 1:04,Twitter,Arizona Coyotes,,Video,,24470,20,240,8,,4882,,,,,,,0,,,,,1371,Objective,4882,"Social Owned,Coyotes Owned",,Coyotes Owned
1748,2044090370,Arizona Coyotes,TextMention,3/27/21 18:15,Twitter,Arizona Coyotes,,Video,,685,7,25,1,,50,,,,,,,0,,,,,61,Objective,50,"Social Owned,Coyotes Owned,Dignity Health",Dignity Health,"Coyotes Owned,Dignity Health"
1747,-686820902,Arizona Coyotes,TextMention,3/27/21 17:33,Twitter,Arizona Coyotes,,Photo,,11374,15,180,12,,,,,,,,,0,,,,,970,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1746,288785183,Arizona Coyotes,TextMention,3/27/21 17:09,Twitter,Arizona Coyotes,,Photo,,19042,9,117,7,,,,,,,,,0,,,,,1036,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1745,-1756107794,Arizona Coyotes,TextMention,3/27/21 15:04,Twitter,Arizona Coyotes,,Photo,,24219,20,273,7,,,,,,,,,0,,,,,1606,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1744,-280948139,Arizona Coyotes,TextMention,3/27/21 23:29,Twitter,Arizona Coyotes,,Photo,,40466,28,586,18,,,,,,,,,0,,,,,3390,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1743,-755139135,Arizona Coyotes,TextMention,3/26/21 21:52,Twitter,Arizona Coyotes,,Photo,,31702,12,283,8,,,,,,,,,0,,,,,2985,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1742,-1621523072,Arizona Coyotes,TextMention,3/26/21 17:37,Twitter,Arizona Coyotes,,Photo,,6948,12,131,0,,,,,,,,,0,,,,,264,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1741,309198426,Arizona Coyotes,TextMention,3/26/21 16:24,Twitter,Arizona Coyotes,,Photo,,14255,6,117,5,,,,,,,,,0,,,,,1025,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1740,1214914664,Arizona Coyotes,TextMention,3/26/21 22:36,Twitter,Arizona Coyotes,,Video,,14959,14,200,8,,2966,,,,,,,0,,,,,892,Objective,2966,"Social Owned,Coyotes Owned,Geico,Dignity Health,Mayo Clinic","Banner Health,Cintron World,Dignity Health,Fry's,Geico,Gila River,Mayo Clinic,Mountain America Credit Union","Coyotes Owned,Geico,Dignity Health,Mayo Clinic"
1739,1036570779,Arizona Coyotes,TextMention,3/25/21 21:15,Twitter,Arizona Coyotes,,Text,,12645,7,93,2,,,,,,,,,0,,,,,461,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1738,1226617079,Arizona Coyotes,TextMention,3/25/21 20:41,Twitter,Arizona Coyotes,,Photo,,18217,11,213,1,,,,,,,,,0,,,,,977,Objective,,"Social Owned,Coyotes Owned","Fry's,Gila River",Coyotes Owned
1737,1180898321,Arizona Coyotes,TextMention,3/25/21 19:02,Twitter,Arizona Coyotes,,Photo,,17895,14,175,1,,,,,,,,,0,,,,,1010,Objective,,"Social Owned,Coyotes Owned,Enterprise","Enterprise,Gila River","Coyotes Owned,Enterprise"
1736,1144376296,Arizona Coyotes,TextMention,3/25/21 17:19,Twitter,Arizona Coyotes,,Video,,5725,6,80,1,,1472,,,,,,,0,,,,,317,Objective,1472,"Social Owned,Coyotes Owned,Geico,Dignity Health,Enterprise","Cox Communications,Dignity Health,Enterprise,Geico","Coyotes Owned,Geico,Dignity Health,Enterprise"
1735,1975794859,Arizona Coyotes,TextMention,3/25/21 16:26,Twitter,Arizona Coyotes,,Photo,,25457,44,703,6,,,,,,,,,0,,,,,3006,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1734,123937296,Arizona Coyotes,TextMention,3/25/21 14:33,Twitter,Arizona Coyotes,,Photo,,18593,13,251,9,,,,,,,,,0,,,,,1226,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1733,-1946827507,Arizona Coyotes,TextMention,3/24/21 20:32,Twitter,Arizona Coyotes,,Video,,23868,19,230,3,,5486,,,,,,,0,,,,,1315,Positive,5486,"Social Owned,Coyotes Owned",,Coyotes Owned
1732,477694053,Arizona Coyotes,TextMention,3/24/21 19:26,Twitter,Arizona Coyotes,,Photo,,26567,12,169,4,,,,,,,,,0,,,,,1519,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1731,973464739,Arizona Coyotes,TextMention,3/24/21 19:06,Twitter,Arizona Coyotes,,Photo,,119428,60,866,31,,,,,,,,,0,,,,,5938,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1730,-1626276694,Arizona Coyotes,TextMention,3/24/21 17:51,Twitter,Arizona Coyotes,,Photo,,5587,4,68,3,,,,,,,,,0,,,,,597,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1729,-91616822,Arizona Coyotes,TextMention,3/24/21 17:17,Twitter,Arizona Coyotes,,Video,,8716,13,132,7,,2129,,,,,,,0,,,,,789,Positive,2129,"Social Owned,Coyotes Owned",,Coyotes Owned
1728,-2002551775,Arizona Coyotes,TextMention,3/24/21 15:01,Twitter,Arizona Coyotes,,Video,,8306,10,76,0,,1642,,,,,,,0,,,,,426,Positive,1642,"Social Owned,Coyotes Owned",,Coyotes Owned
1727,-1654470017,Arizona Coyotes,TextMention,3/24/21 0:11,Twitter,Arizona Coyotes,,Video,,21052,31,298,9,,4818,,,,,,,0,,,,,1581,Objective,4818,"Social Owned,Coyotes Owned,Geico,Dignity Health,Enterprise","Cintron World,Cox Communications,Desert Financial Credit Union,Dignity Health,Enterprise,Fry's,Geico,Gila River,Medsupply,Mountain America Credit Union","Coyotes Owned,Geico,Dignity Health,Enterprise"
1726,-1067893756,Arizona Coyotes,TextMention,3/24/21 23:16,Twitter,Arizona Coyotes,,Photo,,18642,14,136,3,,,,,,,,,0,,,,,2150,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1725,-411805222,Arizona Coyotes,TextMention,3/24/21 22:55,Twitter,Arizona Coyotes,,Photo,,61372,294,779,12,,,,,,,,,0,,,,,5047,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1724,-1042251554,Arizona Coyotes,TextMention,3/24/21 22:29,Twitter,Arizona Coyotes,,Photo,,88024,37,456,9,,,,,,,,,0,,,,,7992,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1723,-7188316,Arizona Coyotes,TextMention,3/24/21 22:17,Twitter,Arizona Coyotes,,Photo,,18734,9,136,4,,,,,,,,,0,,,,,1260,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1722,-981964862,Arizona Coyotes,TextMention,3/23/21 21:37,Twitter,Arizona Coyotes,,Photo,,28831,12,249,9,,,,,,,,,0,,,,,2956,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1721,-503024197,Arizona Coyotes,TextMention,3/23/21 20:02,Twitter,Arizona Coyotes,,Text,,15686,15,104,11,,,,,,,,,0,,,,,534,Objective,,"Social Owned,Coyotes Owned,Bally Sports",,"Coyotes Owned,Bally Sports"
1720,647276046,Arizona Coyotes,TextMention,3/23/21 19:34,Twitter,Arizona Coyotes,,Photo,,39312,16,258,11,,,,,,,,,0,,,,,5153,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1719,-865479245,Arizona Coyotes,TextMention,3/23/21 19:23,YouTube,Arizona Coyotes,Lawson Crouse Media Day 2021 | Arizona Coyotes #ArizonaCoyotes #Coyotes #Yotes #NHL #Hockey   Arizona Coyotes Forward Lawson Crouse meets with the media ahead of the 2021-22 season.   Subscribe to the Arizona Coyotes YT Channel: youtube.com/c/ArizonaCoyotes/?sub_confirmation=1 For more Coyotes videos: https://www.youtube.com/c/ArizonaCoyotes/  Get the App: https://apple.co/3jxC1su For more Coyotes action: http://www.arizonacoyotes.com Sign up for our newsletter: https://www.nhl.com/coyotes/fans/email/ Like us on Facebook: https://www.facebook.com/ArizonaCoyotes Follow us on Twitter: https://twitter.com/ArizonaCoyotes Follow us on Instagram: https://www.instagram.com/arizonacoyo...,Video,https://www.youtube.com/watch?v=JdboaLAKGGE,136,,4,,0,136,,,,,,,0,,,,,4,Positive,136,"Social Owned,Coyotes Owned",,Coyotes Owned
1718,-709128854,Arizona Coyotes,TextMention,3/23/21 19:11,YouTube,Arizona Coyotes,Christian Fischer Media Day 2021 | Arizona Coyotes #ArizonaCoyotes #Coyotes #Yotes #NHL #Hockey   Arizona Coyotes Forward Christian Fischer meets with the media ahead of the 2021-22 season.   Subscribe to the Arizona Coyotes YT Channel: youtube.com/c/ArizonaCoyotes/?sub_confirmation=1 For more Coyotes videos: https://www.youtube.com/c/ArizonaCoyotes/  Get the App: https://apple.co/3jxC1su For more Coyotes action: http://www.arizonacoyotes.com Sign up for our newsletter: https://www.nhl.com/coyotes/fans/email/ Like us on Facebook: https://www.facebook.com/ArizonaCoyotes Follow us on Twitter: https://twitter.com/ArizonaCoyotes Follow us on Instagram: https://www.instagram.com/arizonacoyo...,Video,https://www.youtube.com/watch?v=Kr_XMV7lq18,133,,3,,1,133,,,,,,,0,,,,,4,Positive,133,"Social Owned,Coyotes Owned",,Coyotes Owned
